sequence,part_index,timestamp,value,Torque,CycleTime,Temperature,Vibration,ScrapCount,Status
21,21,2026-08-27 15:23:58.619421+00:00,20.02545535083142,42.95147424431996,12.040679683758201,38.087167605918296,2.349984046396791,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
22,22,2026-08-27 15:23:58.719828+00:00,19.995497867358434,43.03386315967057,11.994995742492268,38.28747540180309,1.877966201157139,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
23,23,2026-08-27 15:23:58.820400+00:00,19.97589721508266,44.77858489560974,11.906549345296757,38.565568368823456,2.3473345568430206,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
24,24,2026-08-27 15:23:58.922714+00:00,19.985417197880746,43.542322234915304,12.124829892088448,38.833741833303975,2.14567989082171,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
25,25,2026-08-27 15:23:59.023539+00:00,19.99978794271699,46.50525260465414,11.907291279578372,39.308794414591226,2.707184595607954,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
26,26,2026-08-27 15:23:59.126843+00:00,19.97488728021138,46.8587386353398,12.21936395553841,37.232341032552235,2.719029302368718,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
27,27,2026-08-27 15:23:59.229749+00:00,19.988730320040364,44.30092284077055,12.225426270330589,38.49084192443469,2.8705722935685714,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
28,28,2026-08-27 15:23:59.332571+00:00,19.998523782946048,45.62458027245911,12.206016618909235,40.84176789982955,2.6547974362294506,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
29,29,2026-08-27 15:23:59.435430+00:00,20.00481769566013,46.21116595941705,12.281316936546913,39.62336912630903,2.307173544910419,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
30,30,2026-08-27 15:23:59.534308+00:00,19.993236740789474,44.863084378510734,11.7152189451904,38.15666657122828,2.4634078807105384,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
31,31,2026-08-27 15:23:59.633281+00:00,20.005813054777978,45.27699592789284,11.738577124777612,36.60929839770982,2.41843159038551,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
32,32,2026-08-27 15:23:59.734125+00:00,19.988322536383766,43.35531764165481,11.98953519898374,39.280627517898516,2.291782738832492,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
33,33,2026-08-27 15:23:59.834479+00:00,19.988536159715196,47.52822570768593,11.858012963250562,38.28489172469898,2.861839488096075,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
34,34,2026-08-27 15:23:59.937066+00:00,19.984868395941678,42.93480060600099,12.197691376641153,43.73727226175946,2.820786257021762,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
35,35,2026-08-27 15:24:00.038357+00:00,19.986264070327696,46.470457328589205,11.93718625917658,41.02000789879459,2.9795512751583306,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
36,36,2026-08-27 15:24:00.141859+00:00,20.00722716567175,44.39994315713019,12.141993614706083,39.77406898566807,2.282034108823975,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
37,37,2026-08-27 15:24:00.242330+00:00,20.01802975824214,46.51332423232492,11.793020003079475,38.482587961259014,2.714039859050803,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
38,38,2026-08-27 15:24:00.342713+00:00,19.998557007706207,41.524596474136295,11.886699588494311,42.214777381502465,1.5503016052640695,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
39,39,2026-08-27 15:24:00.442041+00:00,19.997035413088373,46.27472459554112,11.755318159313374,40.97093305407836,2.932057911630025,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
40,40,2026-08-27 15:24:00.542364+00:00,20.009025659637004,42.90585204331447,11.809776211376802,39.48890067081538,2.1168861818127227,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
41,41,2026-08-27 15:24:00.642732+00:00,19.992502394671924,43.8791061392867,11.858860290892,40.44170937264115,1.6821681555760182,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
42,42,2026-08-27 15:24:00.739845+00:00,19.995010361381343,46.69792541306051,11.404477644436009,40.41789862693596,2.949002536798803,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
43,43,2026-08-27 15:24:00.843212+00:00,19.981353776003186,44.70119120228202,12.253560392683855,41.72039291000754,2.6056565965239353,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
44,44,2026-08-27 15:24:00.944106+00:00,19.991901088628232,44.46730355797176,11.953256824119865,41.958596883751504,2.511492027010676,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
45,45,2026-08-27 15:24:01.046702+00:00,19.988009254827737,47.10110489832488,12.132191908927409,42.272676174148586,2.363094132614295,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
46,46,2026-08-27 15:24:01.145270+00:00,20.008699918418525,44.35336135726326,11.638315321751666,40.2249763666719,2.8563122534042287,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
47,47,2026-08-27 15:24:01.244575+00:00,20.0042068185649,46.92239694079965,11.767845295911288,41.22390739313396,2.6731883955284035,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
48,48,2026-08-27 15:24:01.345427+00:00,20.006757734434018,44.50487917581073,11.903979199099302,38.78505086839723,2.2810151973167123,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
49,49,2026-08-27 15:24:01.445334+00:00,20.003285336545286,46.59505444725088,11.82248908879041,39.92048833884232,2.5645144738728103,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
50,50,2026-08-27 15:24:01.547151+00:00,19.980183564746113,43.45315697546797,12.019394151778922,40.63374852715611,2.376214073965216,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
51,51,2026-08-27 15:24:01.647389+00:00,20.007745472179703,44.93666698651971,11.848049802348712,42.23323578195432,2.792838657810711,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
52,52,2026-08-27 15:24:01.744109+00:00,19.97215310837329,47.430409219427446,11.45897907760307,43.287128834740365,2.7406742987301915,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
53,53,2026-08-27 15:24:01.848473+00:00,19.98088604560886,46.17864972197581,12.312702330444631,42.10370202470484,3.1145622344757773,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
54,54,2026-08-27 15:24:01.948295+00:00,20.005784104720718,46.37640278927672,11.82754131495569,39.11627609845897,3.301771971086504,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
55,55,2026-08-27 15:24:02.049478+00:00,19.990249902491584,44.710408176360794,12.077009485349912,41.09978121139175,2.0449720692051225,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
56,56,2026-08-27 15:24:02.150494+00:00,20.005556221476695,45.63562695790274,12.046682602425157,39.918371382725574,2.9034521182348465,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
57,57,2026-08-27 15:24:02.253175+00:00,19.98829894809534,45.72923112625995,12.263934585904883,40.93745519961927,2.5457433261902196,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
58,58,2026-08-27 15:24:02.351938+00:00,19.995102898380555,45.98493123781032,11.796410993911271,41.90575321619403,2.2305018264071066,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
59,59,2026-08-27 15:24:02.450732+00:00,19.979888220841815,45.103085158483644,11.719710072416506,41.776905413756204,2.865335588576784,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
60,60,2026-08-27 15:24:02.552172+00:00,19.98154094522471,46.27868829165379,12.038204398489643,42.178803878932904,2.2676828680956804,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
61,61,2026-08-27 15:24:02.651371+00:00,19.999444536105603,46.112010526743845,11.725639876264738,41.401594212052004,3.0516259104385974,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
62,62,2026-08-27 15:24:02.752441+00:00,19.9855742759095,43.63016126555572,12.066389320127444,42.312973423684966,2.4443359039492165,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
63,63,2026-08-27 15:24:02.855597+00:00,19.972343043663358,44.61695056185383,12.241618790971323,41.32213308937214,2.555201671590454,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
64,64,2026-08-27 15:24:02.958091+00:00,20.00380231068386,44.81075238336362,12.187539436565418,43.18462236907046,2.7091201622596115,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
65,65,2026-08-27 15:24:03.060615+00:00,20.001230097104973,44.35790559743875,12.19913158834942,41.06713314924074,2.96521769606117,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
66,66,2026-08-27 15:24:03.162158+00:00,19.9855568323183,48.12612778142069,12.080655471288862,40.9231702234006,2.5733420782208847,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
67,67,2026-08-27 15:24:03.260696+00:00,20.007819751662122,47.54444967358599,11.700679714659833,40.74947549162293,2.554844604583502,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
68,68,2026-08-27 15:24:03.363015+00:00,19.997261319421025,44.75531679331184,12.131817837107524,43.02414481130541,2.50601498503448,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
69,69,2026-08-27 15:24:03.462813+00:00,20.00355579790199,45.6442546495097,11.811961057355273,43.98517637597276,2.836352908014381,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
70,70,2026-08-27 15:24:03.566011+00:00,19.996709752478438,45.21246731105304,12.268634218201969,41.8937338728552,2.945465608296531,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
71,71,2026-08-27 15:24:03.666645+00:00,19.9758510534364,44.052371422561485,11.94044505770935,41.50373662965779,2.866418010438064,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
72,72,2026-08-27 15:24:03.768100+00:00,19.96657635671239,46.145733780604566,12.097287423382562,39.84022743884192,2.5659130495766056,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
73,73,2026-08-27 15:24:03.871439+00:00,19.973193660289724,44.96860005453842,12.206811107177982,44.334925902901304,2.264412190918708,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
74,74,2026-08-27 15:24:03.971880+00:00,19.973916685829458,47.04222171262565,11.816285988964081,42.20089981396863,1.955611888412917,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
75,75,2026-08-27 15:24:04.073491+00:00,19.991669602327573,48.29093658175601,12.098705714537079,41.71585590139155,2.511574604021748,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
76,76,2026-08-27 15:24:04.175640+00:00,19.975802937790444,45.943650239443116,12.06906224039847,43.91236262714792,2.507028407780538,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
77,77,2026-08-27 15:24:04.275053+00:00,19.977081538074838,46.54990010779186,11.798002241732359,40.36212992822779,2.9970090645876017,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
78,78,2026-08-27 15:24:04.375969+00:00,19.992036977397117,46.14737733358089,11.973491477037504,40.54592647324836,3.2993146014004653,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
79,79,2026-08-27 15:24:04.480270+00:00,20.00137439874657,47.8493514497345,12.253636026516206,41.364933334091454,2.8448350574833787,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
80,80,2026-08-27 15:24:04.580551+00:00,20.01413410999676,44.33528486800018,11.80116932563885,43.484456031954046,2.791343502767453,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
81,81,2026-08-27 15:24:04.677888+00:00,19.98636347702043,44.86134302305477,11.576854171070456,41.1400331639994,2.4255425387350678,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
82,82,2026-08-27 15:24:04.776111+00:00,19.99177844002539,46.0791125304156,11.688720332475642,41.60233454283166,2.174092549178026,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
83,83,2026-08-27 15:24:04.878256+00:00,19.978589476907793,44.36684824810226,12.08420805639439,42.735118898956955,2.0336665951301387,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
84,84,2026-08-27 15:24:04.979963+00:00,19.988313317995924,47.400941283828864,12.01601935982818,43.73471372006078,2.833626542110219,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
85,85,2026-08-27 15:24:05.084949+00:00,20.015067524403854,42.971404033151735,12.475154500742219,41.11650914210995,2.586813802364812,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
86,86,2026-08-27 15:24:05.184807+00:00,19.99228388406505,47.0040974834552,11.866202106234267,40.87462735759653,2.447136311976013,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
87,87,2026-08-27 15:24:05.288103+00:00,19.97550540658551,42.587099337755845,12.227618422962294,42.76746192911074,1.8828145832169196,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
88,88,2026-08-27 15:24:05.390046+00:00,20.011487406874256,45.12497269149528,12.024268911608882,41.95399702371069,2.143172291473106,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
89,89,2026-08-27 15:24:05.492007+00:00,19.99882696214396,43.677049849775834,12.085256361547328,42.42330573030112,2.5506894412349292,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
90,90,2026-08-27 15:24:05.592365+00:00,19.99563343448598,47.38318877763553,11.859598344589637,41.81029555321791,2.955660285634331,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
91,91,2026-08-27 15:24:05.693683+00:00,19.993237799584158,46.77666732548207,11.941220893421866,41.93490283285135,2.2935544678810915,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
92,92,2026-08-27 15:24:05.795792+00:00,20.000232845346535,45.38579251859042,12.03184566668406,42.50117380217319,2.2385220952122733,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
93,93,2026-08-27 15:24:05.894538+00:00,19.99172336568612,43.72371964379942,11.696425932572485,42.6644080843612,2.813238842576915,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
94,94,2026-08-27 15:24:05.996082+00:00,19.988885406248425,46.34287474569852,12.082111060130456,42.02064481319662,2.9553373702071415,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
95,95,2026-08-27 15:24:06.096825+00:00,19.96738502774003,46.052065417336685,11.91828761891638,43.15823392846883,3.152929321605243,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
96,96,2026-08-27 15:24:06.198342+00:00,19.967994011153763,43.835081314992706,12.09023202135265,40.558252052510916,2.5863425880596638,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
97,97,2026-08-27 15:24:06.295407+00:00,19.989181896356286,44.17207887650073,11.430631099543497,41.114207851374275,2.1252922085780983,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
98,98,2026-08-27 15:24:06.396563+00:00,19.994711684231454,45.46812251984649,11.962727030246942,43.34147305352362,3.0551758646908658,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
99,99,2026-08-27 15:24:06.499355+00:00,20.01548097797657,46.13459709867714,12.192833232351278,43.14171376241392,2.865088729792319,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
100,100,2026-08-27 15:24:06.600353+00:00,19.969438192082407,47.11258644087179,11.926808533119289,43.640371583257874,2.7019382527948586,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
101,101,2026-08-27 15:24:06.701549+00:00,19.988891809070083,44.57885134909346,11.993844626112846,40.11798109966623,2.7944785734619377,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
102,102,2026-08-27 15:24:06.807291+00:00,20.000354371437773,44.04828550116261,12.514724733359612,42.701423615141046,2.3281253495269483,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
103,103,2026-08-27 15:24:06.911391+00:00,19.987501899026718,49.83803442881554,12.364152435752578,42.60238605402474,2.6582816983247732,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
104,104,2026-08-27 15:24:07.012872+00:00,19.975926230269472,44.75943975809111,12.033399820683767,41.07636843093553,2.251023627352821,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
105,105,2026-08-27 15:24:07.115322+00:00,19.989872767671564,45.439816901374385,12.183412057556543,40.68947842756648,2.7006586126501557,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
106,106,2026-08-27 15:24:07.216819+00:00,19.986859145345274,46.097545813742855,12.04680618713573,39.34935149427287,2.4917442030121846,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
107,107,2026-08-27 15:24:07.319501+00:00,19.98651889524275,46.368190196057874,12.195299399772193,41.19732851416524,2.4299777568665766,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
108,108,2026-08-27 15:24:07.423681+00:00,20.004757004953433,48.10289980832883,12.35656406882748,40.89532361647987,2.7638339903140245,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
109,109,2026-08-27 15:24:07.524814+00:00,19.990431538958195,46.987132372415346,11.923941770305019,43.55579826485363,2.877042698194486,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
110,110,2026-08-27 15:24:07.626204+00:00,19.996493464003624,44.318766120325314,11.909187829372438,42.913566402531416,2.232824138178258,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
111,111,2026-08-27 15:24:07.728026+00:00,19.981430413312737,46.59057412158359,12.068969889121416,42.045343165503255,3.0907648736221804,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
112,112,2026-08-27 15:24:07.828399+00:00,19.992324191321845,46.0659462929742,11.832159528242572,43.491817179116964,2.9804398741741123,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
113,113,2026-08-27 15:24:07.928750+00:00,19.997326835385163,43.28734409651035,11.869558909621512,40.13410642109215,1.7668087876482688,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
114,114,2026-08-27 15:24:08.028980+00:00,19.95285844675433,48.94861160915177,11.884240634028341,42.615740117150956,2.8445602085465924,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
115,115,2026-08-27 15:24:08.129768+00:00,19.98277149969609,49.206368826373215,11.902306955246319,43.32984721364591,2.8514330355415938,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
116,116,2026-08-27 15:24:08.228270+00:00,19.999109842721886,47.22692403552631,11.632916275564673,40.72439406550346,2.9646344154344537,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
117,117,2026-08-27 15:24:08.331716+00:00,19.948409231067725,45.08676541402885,12.235016466989256,39.75942915850229,2.967867228625413,0,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
118,118,2026-08-27 15:24:08.434142+00:00,19.9767357338433,45.73493599478996,12.131796780258146,41.71903608578518,2.42549274832734,1,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
119,119,2026-08-27 15:24:08.535354+00:00,19.99084521779145,49.64591917910385,11.943432889759688,41.346972189977876,3.2165021029522736,1,"FAULT: ToolWear(BoreDiameter), ToolWear(Torque)"
